Custom.Data.position,Custom.Data.salary_min,Custom.Data.salary_max,Custom.Data.experience,Custom.Data.degree,Custom.Data.work_place,Custom.Data.company_name,Custom.Data.company_type,Custom.Data.company_finance,Custom.Data.company_scale,Custom.Data.bonus,Custom.Data.url
DB2\MySQL DBA工程师,10k,20k,经验不限,大专,佛山,百硕,"企业服务,金融",不需要融资,150-500人,五险一金、技术培训、运维开发,https://www.lagou.com/jobs/5537917.html
JAVA/MQ/DB2,15k,30k,经验5-10年,本科,上海,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,平台大，技术新，薪资open，福利好,https://www.lagou.com/jobs/5880421.html
DBA,20k,40k,经验5-10年,本科,北京,拉勾网,企业服务,D轮及以上,500-2000人,"挑战,机会,技术氛围浓",https://www.lagou.com/jobs/6043843.html
DBA,20k,30k,经验5-10年,本科,北京,中诚信征信,"数据服务,人工智能",不需要融资,150-500人,弹性工作 免费午餐 周五7小时,https://www.lagou.com/jobs/6076674.html
DBA,30k,50k,经验3-5年,大专,深圳,鑫溢网络科技,移动互联网,不需要融资,150-500人,"带薪休假,年终奖,年度旅游",https://www.lagou.com/jobs/5041611.html
dba,18k,28k,经验5-10年,大专,深圳,易佰网络科技,"电商,移动互联网",B轮,2000人以上,入职五险一金 高成长公司,https://www.lagou.com/jobs/6078700.html
DBA（Mysql）,30k,37k,经验5-10年,本科,北京,用友,企业服务,上市公司,2000人以上,五险一金 企业级互联网 核心产品,https://www.lagou.com/jobs/6084490.html
DBA,18k,25k,经验3-5年,本科,杭州,涂鸦智能,"移动互联网,硬件",C轮,500-2000人,行业前景好；技术驱动；团队氛围好,https://www.lagou.com/jobs/6075785.html
DBA,25k,35k,经验5-10年,本科,上海,外资奢侈品电商,电商,上市公司,150-500人,补充公积金，股票，带薪假期,https://www.lagou.com/jobs/6081921.html
DBA（数据库及中间技术）,20k,40k,经验3-5年,本科,北京,东峡大通（北京）管理咨询有限公司,汽车丨出行,D轮及以上,150-500人,团队优秀,https://www.lagou.com/jobs/6088037.html
DBA,35k,70k,经验5-10年,本科,杭州,威斯科技,移动互联网,未融资,50-150人,技术好 薪资高,https://www.lagou.com/jobs/6087378.html
DBA/数据库管理员,10k,15k,经验1-3年,本科,广州,亚美,移动互联网,不需要融资,500-2000人,五险一金 弹性工作制 年终丰富,https://www.lagou.com/jobs/6080603.html
DBA/数据库管理员,15k,25k,经验3-5年,本科,上海,雪球科技,"移动互联网,信息安全",B轮,50-150人,"五险一金 商业保险,活力团队,季度团建",https://www.lagou.com/jobs/5771137.html
DBA,20k,40k,经验3-5年,本科,深圳,网心科技,区块链,未融资,500-2000人,六险一金 福利多多,https://www.lagou.com/jobs/5930148.html
DBA&amp;BI工程师,15k,20k,经验1-3年,本科,北京,华风爱科,"移动互联网,数据服务",不需要融资,15-50人,新的行业，新的起点,https://www.lagou.com/jobs/6078414.html
dba,23k,32k,经验5-10年,本科,上海,CLPS,"数据服务,金融",未融资,500-2000人,五险一金,https://www.lagou.com/jobs/6082285.html
初级DBA,8k,12k,经验1-3年,大专,上海,长投学堂,移动互联网,A轮,150-500人,"季度旅游,年终奖,投资技能,团队年轻",https://www.lagou.com/jobs/6078908.html
DBA（互联网方向）,15k,30k,经验3-5年,本科,杭州,PingCAP,"数据服务,企业服务",C轮,50-150人,餐补、技术氛围、13薪+奖金、零食水果、,https://www.lagou.com/jobs/6088782.html
DBA工程师,15k,25k,经验3-5年,本科,北京,宜信,金融,上市公司,2000人以上,福利完善，老板nice,https://www.lagou.com/jobs/6077416.html
DBA工程师,15k,20k,经验3-5年,大专,上海,证大爱特,"移动互联网,金融",不需要融资,500-2000人,年终奖，绩效奖金，试用期薪资不打折,https://www.lagou.com/jobs/6082338.html
DBA工程师,13k,25k,经验5-10年,本科,广州,数字广东（腾讯投资公司）,移动互联网,不需要融资,500-2000人,"发展空间大,领导好,公司平台广,岗位晋升",https://www.lagou.com/jobs/4947228.html
DBA工程师,15k,30k,经验3-5年,本科,北京,百乘金科集团,金融,上市公司,2000人以上,"带薪年假,,五险一金，地铁周边",https://www.lagou.com/jobs/6084382.html
DBA工程师,10k,20k,经验1-3年,大专,上海,览益信息科技,"金融,移动互联网",不需要融资,500-2000人,福利待遇佳,https://www.lagou.com/jobs/5678223.html
DBA工程师,15k,30k,经验3-5年,大专,上海,华云中盛,"数据服务,移动互联网",不需要融资,500-2000人,"五险一金,年度旅游,年终福利,升职加薪",https://www.lagou.com/jobs/5553660.html
DBA,25k,35k,经验3-5年,本科,北京,ETCP,移动互联网,B轮,500-2000人,期权，弹性工作,https://www.lagou.com/jobs/6081213.html
DBA工程师,12k,20k,经验3-5年,本科,深圳,北京广亿兴业科技发展有限公司深圳分公司,其他,未融资,500-2000人,五险一金、节日福利、年终奖、员工旅游,https://www.lagou.com/jobs/6083555.html
DBA架构师,30k,42k,经验5-10年,本科,北京,若安咨询,移动互联网,未融资,15-50人,上市公司，平台大福利好，团队技术实力雄厚,https://www.lagou.com/jobs/6079777.html
DBA,18k,36k,经验3-5年,本科,上海,收钱吧,移动互联网,C轮,500-2000人,"平台大,牛人多,福利好",https://www.lagou.com/jobs/4616111.html
DBA,20k,30k,经验3-5年,本科,杭州,喜兔,"电商,社交",不需要融资,150-500人,福利好，前景好，扁平化，年终奖,https://www.lagou.com/jobs/5940186.html
DBA（oracle/mysql）,15k,30k,经验3-5年,本科,上海,泛微,"移动互联网,企业服务",上市公司,2000人以上,包三餐,https://www.lagou.com/jobs/5954363.html
DBA,30k,50k,经验5-10年,本科,上海,诺誉投资,"移动互联网,金融",B轮,150-500人,面试流程快，薪资open，15薪+,https://www.lagou.com/jobs/5925311.html
dba,20k,35k,经验3-5年,本科,北京,跟谁学,"移动互联网,教育",上市公司,2000人以上,"弹性工作,六险一金,餐补饭补,带薪年假",https://www.lagou.com/jobs/6024534.html
DBA工程师,15k,30k,经验3-5年,本科,深圳,华云中盛,"数据服务,移动互联网",不需要融资,500-2000人,牛X办公大楼，星级办公环境，高大上健身房,https://www.lagou.com/jobs/5243659.html
DBA,20k,35k,经验3-5年,大专,上海,宝尊电商,企业服务,上市公司,2000人以上,电商发展 自动化平台运维,https://www.lagou.com/jobs/5333762.html
dba,18k,25k,经验3-5年,大专,成都,天傲网络科技,移动互联网,不需要融资,50-150人,全勤奖 节日福利 周末双休  弹性上班,https://www.lagou.com/jobs/5860451.html
ZNXT-DBA,15k,30k,经验3-5年,本科,广州,酷狗音乐,文娱丨内容,上市公司,500-2000人,"年终奖,发展空间大,员工旅游,绩效奖金",https://www.lagou.com/jobs/4589762.html
DBA,15k,30k,经验3-5年,本科,杭州,上上签,"移动互联网,企业服务",C轮,150-500人,开放自由、扁平管理 、C轮融资、Geek,https://www.lagou.com/jobs/5669948.html
DBA,25k,35k,经验3-5年,本科,杭州,心理壹点灵,"移动互联网,医疗丨健康",A轮,150-500人,绩效奖金 年终分红 股票期权,https://www.lagou.com/jobs/5797007.html
DBA,15k,20k,经验1-3年,本科,北京,晶泰科技,企业服务,B轮,50-150人,五险一金，公司大牛多，发展空间大,https://www.lagou.com/jobs/5572415.html
DBA（北京）,15k,25k,经验3-5年,本科,北京,东华,"企业服务,数据服务",上市公司,2000人以上,上市公司、五险一金、年终奖,https://www.lagou.com/jobs/5924243.html
DBA,15k,30k,经验5-10年,本科,杭州,彩虹鱼科技,企业服务,不需要融资,150-500人,自研发技术实力，广阔的学习与成长平台,https://www.lagou.com/jobs/5557220.html
DBA,7k,10k,经验1-3年,本科,西安,易流,移动互联网,不需要融资,500-2000人,"友好团队,快速成长,员工旅游,餐补",https://www.lagou.com/jobs/5777583.html
DBA,20k,30k,经验5-10年,本科,上海,驴妈妈旅游网,"电商,旅游",D轮及以上,2000人以上,发展空间大 领导好,https://www.lagou.com/jobs/5905374.html
DBA,10k,20k,经验3-5年,本科,成都,网信天成,"移动互联网,电商",不需要融资,15-50人,"周末双休,购买社保,发展空间大,加班调休",https://www.lagou.com/jobs/6040216.html
DBA,25k,50k,经验3-5年,本科,北京,诺誉投资,"移动互联网,金融",B轮,150-500人,面试流程快，薪资open,https://www.lagou.com/jobs/5854625.html
dba,20k,25k,经验3-5年,本科,深圳,热璞科技,"企业服务,数据服务",B轮,50-150人,"福利待遇优,氛围好，公司发展前景好",https://www.lagou.com/jobs/5717689.html
dba,10k,18k,经验1-3年,本科,广州,亚美,移动互联网,不需要融资,500-2000人,双休 年终丰厚 绩效奖金,https://www.lagou.com/jobs/6008388.html
DBA,20k,40k,经验3-5年,本科,杭州,喜兔,"电商,社交",不需要融资,150-500人,五险一金 餐费补贴 通讯补贴,https://www.lagou.com/jobs/5920590.html
DBA（oracle）,18k,36k,经验5-10年,本科,上海,圆通,物流丨运输,上市公司,2000人以上,上市公司，高速发展，平台广阔，晋升平台,https://www.lagou.com/jobs/5361554.html
DBA,20k,25k,经验3-5年,本科,北京,热璞科技,"企业服务,数据服务",B轮,50-150人,"福利多,氛围好",https://www.lagou.com/jobs/4983142.html
DBA,20k,30k,经验3-5年,本科,深圳,强时科技,"移动互联网,电商",不需要融资,50-150人,"注重实力,绩效激励,团队活力,项目创新",https://www.lagou.com/jobs/5996481.html
DBA（MYSQL）,15k,20k,经验5-10年,本科,武汉,高阳捷迅,电商,未融资,500-2000人,央企/餐补/双休,https://www.lagou.com/jobs/5700341.html
DBA,10k,20k,经验1-3年,本科,杭州,小泰科技,金融,不需要融资,150-500人,"帅哥美女多,五险一金,弹性工作,年终奖",https://www.lagou.com/jobs/5645014.html
DBA（MySQL）(J10345),30k,50k,经验3-5年,本科,北京,好大夫在线,医疗丨健康,D轮及以上,500-2000人,"五险一金,年底双薪,定期体检,发展空间",https://www.lagou.com/jobs/5980028.html
DBA,20k,40k,经验5-10年,本科,北京,松果出行,消费生活,C轮,150-500人,有竞争力的薪资，小而美，技术棒，福利好,https://www.lagou.com/jobs/5998396.html
DBA（数据库管理员）,15k,30k,经验3-5年,大专,杭州,e签宝,企业服务,B轮,150-500人,"团队逗比多,期权,漂亮小姐姐,横向",https://www.lagou.com/jobs/4452402.html
DBA,15k,20k,经验5-10年,本科,北京,舟恩信息,移动互联网,不需要融资,150-500人,大平台 稳定,https://www.lagou.com/jobs/5942759.html
DBA(J10652),10k,15k,经验3-5年,本科,厦门,朗新科技,"移动互联网,企业服务",上市公司,2000人以上,六险一金 带薪年假 年度体检 周末双休,https://www.lagou.com/jobs/6028491.html
DBA（数据管理员）,10k,16k,经验3-5年,大专,成都,生学教育,"移动互联网,教育",A轮,150-500人,"五险一金,带薪年假,弹性工作,扁平管理",https://www.lagou.com/jobs/4167012.html
DBA,15k,25k,经验3-5年,本科,深圳,喜茶,"移动互联网,消费生活",B轮,2000人以上,待遇好，平台大，氛围好,https://www.lagou.com/jobs/6051328.html
DBA,18k,30k,经验3-5年,不限,杭州,威斯科技,移动互联网,未融资,50-150人,大牛多，技术氛围好，平台空间大,https://www.lagou.com/jobs/5844624.html
DBA,20k,40k,经验3-5年,本科,北京,车好多集团,消费生活,D轮及以上,2000人以上,领导好　股票期权　奖金多　靠谱CEO,https://www.lagou.com/jobs/5776702.html
DBA,15k,30k,经验1-3年,本科,深圳,房多多,"移动互联网,消费生活",C轮,2000人以上,五险一金 餐补 晋升空间,https://www.lagou.com/jobs/5761317.html
25215R-DBA,13k,26k,经验1-3年,本科,深圳,陆金所,金融,B轮,2000人以上,"五险一金,带薪年假,节日福利,定期体检",https://www.lagou.com/jobs/5802135.html
DBA,25k,30k,经验3-5年,本科,上海,虎扑,"移动互联网,文娱丨内容",D轮及以上,150-500人,"平台大,机会多",https://www.lagou.com/jobs/4551729.html
DBA-平台方向,15k,30k,经验1-3年,本科,北京,下厨房,移动互联网,B轮,50-150人,不打卡、免费午餐、超长年假、成长空间大,https://www.lagou.com/jobs/5675892.html
DBA（数据库管理）,10k,20k,经验1-3年,本科,深圳,随手科技,金融,C轮,500-2000人,团队氛围好，发展空间大,https://www.lagou.com/jobs/5496280.html
DBA,15k,30k,经验3-5年,本科,武汉,武汉心络科技有限公司,"医疗丨健康,数据服务",未融资,50-150人,"五险一金,弹性上班,免费午餐",https://www.lagou.com/jobs/5413921.html
DBA,15k,25k,经验不限,本科,上海,百联全渠道电商,"电商,消费生活",不需要融资,500-2000人,"国企,氛围,突破,扁平",https://www.lagou.com/jobs/4876886.html
数据库工程师/DBA(J10076),12k,24k,经验3-5年,本科,北京,包银消费金融,金融,不需要融资,150-500人,六险一金；节日福利；年终奖,https://www.lagou.com/jobs/5920012.html
DBA,18k,25k,经验3-5年,大专,杭州,美平米,"移动互联网,电商",不需要融资,150-500人,"周末双休,绩效奖金,年终分红,美女多",https://www.lagou.com/jobs/5808993.html
DBA,10k,20k,经验5-10年,本科,成都,易企秀,移动互联网,B轮,150-500人,七险一金；免费下午茶；周末双休；带薪年假,https://www.lagou.com/jobs/6008228.html
DBA(J10337),10k,20k,经验1-3年,本科,上海,朗新科技,"移动互联网,企业服务",上市公司,2000人以上,六险一金 带薪年假 年度体检 周末双休,https://www.lagou.com/jobs/5591318.html
DBA,13k,25k,经验3-5年,本科,深圳,博雅互动,"移动互联网,游戏",上市公司,150-500人,上市公司,https://www.lagou.com/jobs/5976532.html
DBA (MJ000155),20k,40k,经验3-5年,本科,北京,小猪,电商,D轮及以上,500-2000人,福利待遇好,https://www.lagou.com/jobs/5828834.html
DBA(MYSQL数据库工程师)(J10046),13k,23k,经验1-3年,本科,深圳,传易,"移动互联网,社交",不需要融资,150-500人,"五险一金,员工旅游,年终奖金,定期体检",https://www.lagou.com/jobs/5746540.html
Mysql数据库管理员/dba,8k,16k,经验1-3年,不限,深圳,成都天用唯勤,其他,不需要融资,15-50人,双休 五险一金 餐补 差补,https://www.lagou.com/jobs/5933913.html
Mysql数据库管理员/dba,8k,16k,经验1-3年,不限,深圳,成都天用唯勤,其他,不需要融资,15-50人,双休 五险一金 餐补 差补,https://www.lagou.com/jobs/5933913.html
DBA,20k,30k,经验3-5年,不限,北京,凡普金科,金融,不需要融资,2000人以上,核心办公地段+六险一金+快速晋升,https://www.lagou.com/jobs/6007328.html
DBA,15k,21k,经验3-5年,大专,杭州,美平米,"移动互联网,电商",不需要融资,150-500人,社交电商+供应链，有线下资源积累。,https://www.lagou.com/jobs/6017478.html
DBA,10k,20k,经验3-5年,本科,成都,好房通科技,电商,上市公司,150-500人,"车补餐补,季度涨薪,氛围好,转正拿股权",https://www.lagou.com/jobs/4832410.html
DBA,15k,25k,经验3-5年,本科,杭州,诚智天扬,移动互联网,未融资,50-150人,"五险一金,年底三薪,年度体检,节日福利",https://www.lagou.com/jobs/3993942.html
高级DBA,15k,30k,经验5-10年,大专,成都,新网银行,金融,不需要融资,150-500人,"互联网银行,大平台,人性化,员工食堂",https://www.lagou.com/jobs/5598772.html
高级DBA,20k,40k,经验5-10年,本科,深圳,小花科技,"移动互联网,金融",不需要融资,150-500人,活跃,https://www.lagou.com/jobs/5976395.html
ETL&amp;DBA,15k,30k,经验5-10年,大专,上海,Bespin Global China,不限,B轮,150-500人,云计算,https://www.lagou.com/jobs/5995666.html
dba,20k,40k,经验5-10年,本科,杭州,威斯科技,移动互联网,未融资,50-150人,大牛多 技术氛围好 发展快,https://www.lagou.com/jobs/6041101.html
DBA-杭州-00238,15k,30k,经验3-5年,不限,杭州,同盾科技,"信息安全,数据服务",C轮,500-2000人,技术大牛多 行业发展好 福利待遇好,https://www.lagou.com/jobs/3478468.html
dba,20k,40k,经验3-5年,不限,上海,毒APP,"移动互联网,电商",B轮,500-2000人,五险一金 福利好 奖金多,https://www.lagou.com/jobs/5967470.html
高级DBA,15k,20k,经验3-5年,本科,成都,生学教育,"移动互联网,教育",A轮,150-500人,"绩效奖金,五险一金,带薪年假,弹性工作",https://www.lagou.com/jobs/2830183.html
DBA,20k,40k,经验3-5年,本科,上海,拼多多,"电商,移动互联网",上市公司,2000人以上,"薪资高,奖金丰厚,包食宿,福利好",https://www.lagou.com/jobs/3224356.html
DBA（MySQL）,13k,18k,经验3-5年,本科,上海,华住酒店集团,"旅游,消费生活",上市公司,2000人以上,上市公司，五险一金,https://www.lagou.com/jobs/5868264.html
DBA,20k,30k,经验5-10年,本科,北京,链上科技,移动互联网,B轮,50-150人,"区块链,福利多多,弹性工作",https://www.lagou.com/jobs/4693387.html
DBA/数据库开发高级工程师,15k,25k,经验5-10年,本科,杭州,子不语,"电商,移动互联网",未融资,500-2000人,"弹性工作,交通便利,带薪年假,更多福利",https://www.lagou.com/jobs/3828493.html
DBA,20k,35k,经验5-10年,本科,上海,上海厚相科技有限公司,金融,A轮,2000人以上,五险一金、交通补贴、通讯补贴、餐补,https://www.lagou.com/jobs/5803818.html
数据库工程师/DBA,20k,30k,经验1-3年,本科,深圳,风变科技（深圳）有限公司,"移动互联网,教育",A轮,150-500人,成长空间大、年轻开放、学习型企业文化,https://www.lagou.com/jobs/5914857.html
DBA leader,35k,50k,经验3-5年,本科,上海,达达-京东到家,消费生活,D轮及以上,2000人以上,平台稳定，团队快速发展,https://www.lagou.com/jobs/5970700.html
DBA,15k,30k,经验3-5年,本科,上海,哈啰出行,"移动互联网,硬件",D轮及以上,2000人以上,年底双薪,https://www.lagou.com/jobs/3616465.html
dba,10k,20k,经验3-5年,大专,武汉,武汉物易云通网络科技,"移动互联网,电商",B轮,150-500人,五险一金 星级补贴 晚班补贴,https://www.lagou.com/jobs/5856808.html
DBA,10k,15k,经验1-3年,本科,杭州,恒天软件,软件开发,不需要融资,2000人以上,六险一金，餐补，年终奖,https://www.lagou.com/jobs/5772395.html
DBA-北京,14k,28k,经验1-3年,本科,北京,美图公司,硬件,上市公司,2000人以上,高并发 高可用项目 大神同事,https://www.lagou.com/jobs/5639458.html
资深DBA,25k,35k,经验5-10年,本科,上海,大专家.COM,"医疗丨健康,数据服务",B轮,150-500人,"最高6个月年终,环境好,氛围好",https://www.lagou.com/jobs/6068372.html
dba,10k,18k,经验3-5年,本科,成都,成都交投智慧停车科技有限公司,"移动互联网,人工智能",不需要融资,50-150人,五险一金，弹性工作时间，双休,https://www.lagou.com/jobs/5997084.html
DBA,15k,30k,经验3-5年,本科,武汉,Today今天连锁便利,消费生活,B轮,500-2000人,"平台大,发展快,氛围好,新零售",https://www.lagou.com/jobs/5022698.html
高级DBA（OC）,25k,35k,经验5-10年,本科,上海,Bespin Global China,不限,B轮,150-500人,五险一金、补充医疗、带薪休假,https://www.lagou.com/jobs/5396572.html
DBA专家,20k,30k,经验5-10年,不限,杭州,袋鼠云,数据服务,A轮,150-500人,双休、阿里系公司、五险一金,https://www.lagou.com/jobs/5300744.html
DBA,12k,20k,经验3-5年,本科,成都,有利网,金融,不需要融资,2000人以上,"大平台,周末双休,五险一金,绩效奖金",https://www.lagou.com/jobs/4748023.html
高级dba,25k,35k,经验不限,本科,北京,红旗智行科技（北京）有限公司,移动互联网,不需要融资,2000人以上,网约车 互联网待遇 国企福利 发展空间大,https://www.lagou.com/jobs/5592172.html
DBA-PostgreSQL运维(J10865),20k,40k,经验应届毕业生,本科,上海,哈啰出行,"移动互联网,硬件",D轮及以上,2000人以上,互联网、发展快、技术大牛,https://www.lagou.com/jobs/6049542.html
Mysql研发/DBA,8k,15k,经验1-3年,不限,武汉,武汉物易云通网络科技,"移动互联网,电商",B轮,150-500人,13薪 五险一金 带薪年假 周末双休,https://www.lagou.com/jobs/5328072.html
中级DBA,10k,15k,经验3-5年,本科,北京,红旗智行科技（北京）有限公司,移动互联网,不需要融资,2000人以上,网约车 互联网待遇 国企福利 发展空间大,https://www.lagou.com/jobs/5692020.html
高级DBA/资深DBA/DBA专家,25k,35k,经验5-10年,本科,北京,DaDa,教育,D轮及以上,2000人以上,行业top 团队大牛 福利优厚,https://www.lagou.com/jobs/5720590.html
DBA,10k,15k,经验1-3年,本科,上海,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,"五险一金,年终奖,晋升空间大",https://www.lagou.com/jobs/4930565.html
高级dba,15k,30k,经验5-10年,不限,杭州,杭州美创科技,"信息安全,数据服务",B轮,150-500人,"股票期权,补充保险,五险一金,年十三薪",https://www.lagou.com/jobs/5974798.html
DBA,15k,25k,经验3-5年,本科,上海,仁辉科技,金融,不需要融资,50-150人,福利补贴，扁平化管理，老板nice,https://www.lagou.com/jobs/5813458.html
高级DBA（产品岗）,12k,24k,经验3-5年,本科,上海,爱可生,数据服务,B轮,150-500人,"新三板,技术大牛,下午茶,团建",https://www.lagou.com/jobs/3916657.html
DBA工程师,10k,18k,经验3-5年,本科,北京,掌阅,文娱丨内容,上市公司,500-2000人,"六险一金,上市公司,发展空间大",https://www.lagou.com/jobs/5985674.html
DBA工程师,35k,55k,经验3-5年,本科,上海,招商银行信用卡中心,金融,上市公司,2000人以上,五险一金 职位晋升 各类补贴,https://www.lagou.com/jobs/6032800.html
DBA,15k,25k,经验5-10年,本科,广州,公瑾,移动互联网,C轮,2000人以上,"周末双休,五险一金,季度奖金,年底双薪",https://www.lagou.com/jobs/3565211.html
DBA工程师,15k,26k,经验3-5年,本科,深圳,威富通,移动互联网,上市公司,500-2000人,国际化团队 扁平化管理 团队氛围好,https://www.lagou.com/jobs/5955356.html
DBA工程师,20k,30k,经验3-5年,本科,上海,爱回收,"电商,消费生活",D轮及以上,2000人以上,团队靠谱 领导nice,https://www.lagou.com/jobs/6035860.html
dba运维,25k,40k,经验3-5年,本科,杭州,威斯科技,移动互联网,未融资,50-150人,公司发展快，前景好,https://www.lagou.com/jobs/5830131.html
DBA,14k,25k,经验1-3年,本科,深圳,逸景园林,"移动互联网,消费生活",未融资,50-150人,五险一金，双休制，节假日有礼品或补贴,https://www.lagou.com/jobs/5900924.html
高级DBA（架构/产品）,12k,24k,经验3-5年,本科,上海,爱可生,数据服务,B轮,150-500人,"新三板,技术大牛,饭补,团建",https://www.lagou.com/jobs/4110790.html
DBA工程师,18k,35k,经验3-5年,大专,深圳,藤蔓公司,游戏,不需要融资,50-150人,腾讯福利、外企风格、团队活力、潜力巨大,https://www.lagou.com/jobs/5653452.html
DBA架构师,45k,55k,经验10年以上,本科,北京,宜信,金融,上市公司,2000人以上,餐补，带薪假期，弹性时间,https://www.lagou.com/jobs/5996055.html
DBA(J10380),5k,8k,经验应届毕业生,本科,福州,朗新科技,"移动互联网,企业服务",上市公司,2000人以上,六险一金、带薪年假、年度体检,https://www.lagou.com/jobs/5706057.html
DBA工程师,12k,20k,经验1-3年,本科,杭州,Uni-Ubi,"硬件,其他",B轮,150-500人,六险一金 带薪年假 股票期权,https://www.lagou.com/jobs/6006344.html
DBA工程师,10k,15k,经验3-5年,本科,东莞,东莞美宜佳,其他,不需要融资,500-2000人,"五险一金,包住,福利饭堂,管理人性化",https://www.lagou.com/jobs/5067157.html
DBA工程师（mysql）,20k,40k,经验3-5年,本科,北京,好大夫在线,医疗丨健康,D轮及以上,500-2000人,国内互联网医疗领域领头羊,https://www.lagou.com/jobs/5976785.html
dba,12k,20k,经验1-3年,大专,成都,成都肆肆叁网络科技有限公司,"移动互联网,区块链",不需要融资,15-50人,"入职购社保,项目奖金,丰厚年终奖",https://www.lagou.com/jobs/5935632.html
DBA,15k,25k,经验3-5年,本科,成都,多点Dmall,"电商,消费生活",B轮,500-2000人,扁平化,https://www.lagou.com/jobs/5002123.html
DBA工程师,12k,18k,经验3-5年,大专,成都,1919酒类直供,消费生活,上市公司,2000人以上,周末双休、地铁周边,https://www.lagou.com/jobs/5350607.html
高级dba,10k,16k,经验3-5年,本科,成都,支付通,"电商,数据服务",天使轮,50-150人,双休，17:30下班，周五17:00下班,https://www.lagou.com/jobs/6058496.html
DBA工程师,15k,25k,经验3-5年,本科,上海,热璞科技,"企业服务,数据服务",B轮,50-150人,"福利丰厚,自由灵活,技术领先",https://www.lagou.com/jobs/4591652.html
高级dba,10k,15k,经验3-5年,本科,成都,成都支付通,"移动互联网,电商",B轮,150-500人,公司为持牌第三方支付机构,https://www.lagou.com/jobs/6060736.html
DBA实习生,2k,4k,经验应届毕业生,大专,南京,北京海天起点,"企业服务,数据服务",不需要融资,150-500人,六险一金 通讯补助 带薪年假 13薪,https://www.lagou.com/jobs/5840386.html
DBA工程师,25k,35k,经验3-5年,本科,北京,北京群鲜荟萃科技有限公司,不限,A轮,2000人以上,五险一金 独角兽企业 不加班。弹性工作。,https://www.lagou.com/jobs/6027409.html
DBA（数据库管理员）,6k,8k,经验3-5年,本科,郑州,御付科技,"移动互联网,金融",A轮,50-150人,周末双休 五险一金 年底双薪,https://www.lagou.com/jobs/5494225.html
DBA,6k,10k,经验1-3年,大专,济南,旭升科技,"移动互联网,电商",B轮,150-500人,DBA 数据库,https://www.lagou.com/jobs/5842400.html
DBA工程师 (MJ000071),7k,12k,经验不限,不限,杭州,袋鼠云,数据服务,A轮,150-500人,周末双休、阿里系公司、技术大牛,https://www.lagou.com/jobs/5492817.html
DBA 兼运维,12k,20k,经验不限,不限,南京,千百度国际,其他,上市公司,2000人以上,朝九晚六；双休,https://www.lagou.com/jobs/5964781.html
dba,11k,20k,经验1-3年,大专,深圳,海量数据,数据服务,上市公司,150-500人,六险一金、双休、季度旅游,https://www.lagou.com/jobs/6014639.html
DBA工程师,15k,28k,经验3-5年,不限,北京,自如网,房产家居,A轮,2000人以上,15-17薪，餐补、交补、,https://www.lagou.com/jobs/5648486.html
DBA,15k,20k,经验3-5年,本科,杭州,杭州首展科技有限公司,移动互联网,天使轮,500-2000人,薪资待遇优厚／发展空间大,https://www.lagou.com/jobs/5838551.html
DBA工程师/专家,20k,35k,经验3-5年,本科,杭州,点我达,物流丨运输,D轮及以上,500-2000人,独角兽公司、扁平化管理、高速发展,https://www.lagou.com/jobs/4850818.html
DBA（日语）,14k,28k,经验3-5年,本科,上海,众安保险,金融,上市公司,2000人以上,互联网背景 技术氛围佳 公司前景好,https://www.lagou.com/jobs/5768640.html
DBA（面向2020年毕业生）,3k,5k,经验应届毕业生,本科,深圳,随手科技,金融,C轮,500-2000人,金融科技领头羊，发展空间大，团队氛围好,https://www.lagou.com/jobs/5692684.html
高级DBA,15k,25k,经验不限,本科,深圳,招联金融,金融,不需要融资,500-2000人,初创公司，朝阳行业，广阔的发展空间,https://www.lagou.com/jobs/1468653.html
DBA,25k,50k,经验3-5年,本科,杭州,和仁科技,医疗丨健康,上市公司,500-2000人,"福利待遇好,上市公司",https://www.lagou.com/jobs/5894515.html
DBA工程师/专家,15k,30k,经验5-10年,本科,广州,健客网,"电商,医疗丨健康",B轮,500-2000人,"晋升空间大,竞争力薪酬",https://www.lagou.com/jobs/5845498.html
DBA,7k,14k,经验3-5年,大专,广州,医睦科技,"移动互联网,医疗丨健康",D轮及以上,50-150人,弹性工作时间，无需上下班打卡,https://www.lagou.com/jobs/5845156.html
数据库工程师ORACLE-DBA,12k,15k,经验1-3年,本科,上海,上海云吞信息,数据服务,未融资,15-50人,五险一金，带薪年假，交通补助,https://www.lagou.com/jobs/5778260.html
资深DBA,30k,50k,经验5-10年,大专,深圳,深圳祥昇信息科技有限公司,游戏,不需要融资,50-150人,五险一金 双休,https://www.lagou.com/jobs/6058632.html
DBA工程师,15k,20k,经验不限,本科,苏州,苏州广播电视总台,文娱丨内容,不需要融资,500-2000人,福利待遇、发展平台,https://www.lagou.com/jobs/5672025.html
DBA,20k,30k,经验3-5年,本科,北京,紫龙互娱,游戏,A轮,150-500人,"团队精,成长快,有人带,待遇优",https://www.lagou.com/jobs/5289091.html
高级DBA,20k,30k,经验5-10年,大专,深圳,汇商通盈,移动互联网,A轮,50-150人,"公司前景好,福利待遇好,弹性工作制,年度旅游",https://www.lagou.com/jobs/5133162.html
